ID,353_B_glu_14,353_B_mal_2,353_C_glu_15,353_C_mal_3,535_A_glu_13,535_A_mal_1,570_A_glu_16,570_A_mal_4,570_B_glu_17,570_B_mal_5,570_C_glu_18,570_C_mal_6,580_A_glu_19,580_A_mal_7,580_B_glu_20,580_B_mal_8,580_C_glu_21,580_C_mal_9,584_A_glu_22,584_A_mal_10,584_B_glu_23,584_B_mal_11,584_C_glu_24,584_C_mal_12,,,,,,,
YALI0E32461g,tr|Q6C3S2|Q6C3S2_YARLI Coatomer subunit delta OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E32542g PE=3 SV=1,16,54.9,56.79,519,0,323.31,0.017719091,0.019777475,0.014361714,0.015740468,0.015638943,0.014485829,0.016824398,0.016972827,0.021231627,0.016365164,0.017042367,0.013732884,0.014070593,0.016884854,0.016746151,0.014337596,0.014331876,0.0158289,0.016089936,0.016090768,0.018331194,0.016681285,0.01737191,0.014829449
MED6,tr|Q6C3S4|Q6C3S4_YARLI Proteasome subunit beta OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E32505g PE=3 SV=1,3,23.4,29.665,265,0,18.854,0,0,0,0,0,0,0,0,0.000144991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YALI0E32351g,tr|Q6C3S5|Q6C3S5_YARLI YALI0E32483p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E32483g PE=4 SV=1,13,41.7,49.627,429,0,141.49,0.007759241,0.00901592,0.008095406,0.008448435,0.009076306,0.007385437,0.007461225,0.008047303,0.007293089,0.007699392,0.00848027,0.006401149,0.00854937,0.00589856,0.008766965,0.007790549,0.008134845,0.008318527,0.007527948,0.008503925,0.00673548,0.007387757,0.006874588,0.00812336
YALI0E32307g,tr|Q6C3S6|Q6C3S6_YARLI YALI0E32461p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E32461g PE=4 SV=1,5,11.8,91.508,821,0,7.2341,0.001233924,0.000566023,0.001404331,0.001395728,0.001409674,0.001200846,0.001369402,0.000893069,0.001416577,0.001489336,0.000980137,0.001231381,0.00088461,0.002347112,0.000274444,0.000165126,0.000679388,0.001617714,0.000705341,0.002013674,0.001193313,0.001748737,0.001470035,0.002302622
YALI0E32241g,sp|Q6C3T0|MED6_YARLI Mediator of RNA polymerase II transcription subunit 6 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=MED6 PE=3 SV=1,2,8.8,25.704,227,0,3.087,0.000103543,0,8.41972E-05,0,0.000187674,0,0.000317934,0.000708804,0.00022364,8.81431E-05,0.00015238,0.000170177,0.000159666,0.000978842,0,0.000603083,0.000901155,0.000136564,0.00023908,0,0,0,6.99839E-05,0.000102838
YALI0E32153g,tr|Q6C3T1|Q6C3T1_YARLI YALI0E32351p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E32351g PE=4 SV=1,11,26.6,34.671,319,0,48.048,0.003527904,0.004917252,0.003330291,0.003754002,0.003285651,0.004745932,0.003052782,0.005099277,0.003857073,0.004414555,0.004104586,0.004380151,0.003788811,0.004598997,0.003077973,0.004972419,0.00404943,0.004910076,0.003578333,0.005327493,0.00285652,0.004507405,0.003119769,0.004098443
YALI0E32109g,tr|Q6C3T3|Q6C3T3_YARLI YALI0E32307p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E32307g PE=4 SV=1,14,35.9,56.878,501,0,47.575,0.004365622,0.003910751,0.005053545,0.004182354,0.005942013,0.003670515,0.005022282,0.004874342,0.0059721,0.004973387,0.00489065,0.004436277,0.004806433,0.005137535,0.003143265,0.005010194,0.005129967,0.005626766,0.004841098,0.004075252,0.005262737,0.004170444,0.005200077,0.003148935
YALI0E32065g,tr|Q6C3T6|Q6C3T6_YARLI YALI0E32241p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E32241g PE=4 SV=1,4,13.2,48.19,439,0,4.8083,0.000257496,0,0,0.000335082,0,0.000388807,0.000284746,0.000247518,0,0.000273914,0.000220386,0.000254181,0,0,0.000343126,0,0,0,0,0,0,0.000309466,0.000300772,0
YALI0E32043g,tr|Q6C3U0|Q6C3U0_YARLI YALI0E32153p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E32153g PE=4 SV=1,16,61.9,39.543,354,0,121.27,0.013945075,0.013816074,0.013066657,0.01317224,0.016824237,0.01310902,0.012786644,0.014697858,0.012209404,0.013329095,0.012989326,0.014802041,0.011802388,0.012772757,0.014523699,0.014803784,0.01521211,0.013120412,0.011024538,0.013395912,0.01236798,0.011634745,0.011938785,0.011947585
YALI0E32035g,tr|Q6C3U2|Q6C3U2_YARLI YALI0E32109p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E32109g PE=4 SV=1,6,6,121.52,1090,0,10.515,0.002213977,0.002355149,0.002032818,0.002546337,0.001653724,0.001537821,0.001831245,0.001506105,0.001007627,0.001556911,0.001936788,0.001025187,0.001993546,0.002355399,0.003172091,0.001381082,0.000642805,0.00170485,0.00151088,0.0005683,0.002130536,0.00106104,0.001751504,0.001897911
YALI0E31955g,tr|Q6C3U4|Q6C3U4_YARLI YALI0E32065p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E32065g PE=4 SV=1,2,6.9,24.513,218,0,4.5023,0.005048211,0.00356948,0.005188684,0.004660236,0.003069015,0.00381008,0.004469568,0.003758773,0.006429079,0.004158785,0.006067856,0.006346655,0.004870952,0.001974172,0.004737146,0.004626363,0.001918649,0.004521563,0.005937384,0.003101812,0.005100137,0.00188318,0.005484832,0.009257996
YALI0E31911g,tr|Q6C3U5|Q6C3U5_YARLI YALI0E32043p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E32043g PE=4 SV=1,17,30.5,85.638,780,0,55.086,0.004021538,0.003595257,0.004082782,0.002267074,0.005984119,0.003789642,0.003716472,0.003969818,0.003398397,0.003992396,0.004753525,0.003759905,0.004070515,0.003160644,0.003873774,0.003562543,0.004216473,0.004247957,0.003329121,0.004008142,0.004838865,0.004168791,0.003277188,0.003214286
ALG2,tr|Q6C3U6|Q6C3U6_YARLI YALI0E32035p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E32035g PE=4 SV=1,2,5.6,63.585,569,0.0006169,2.5919,0,0.000371209,0,0,0,0.000221775,0.000203753,0.000176735,0.000277943,0,0.000205945,0,0,0.000207872,0,0.000345677,0,0.000210646,0.000138783,0.00017946,9.24364E-05,0.000285542,0.000139884,0.000175596
YALI0E31779g,tr|Q6C3V0|Q6C3V0_YARLI YALI0E31955p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E31955g PE=3 SV=1,7,48.6,12.219,107,0,10.363,0.02984409,0.010970429,0.035618409,0.034058857,0.028435105,0.012568874,0.028593142,0.027831406,0.019527378,0.02484114,0.031663522,0.018998089,0.024158086,0.028610467,0.030234787,0.020174565,0.029675262,0.020697019,0.026838428,0.016162833,0.008440099,0.021182914,0.011196732,0.017555707
YALI0E31735g,tr|Q6C3V2|Q6C3V2_YARLI Ribosomal protein OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E31911g PE=3 SV=1,16,59.4,24.307,217,0,249.67,0.3283896,0.274690519,0.284577707,0.283984782,0.309377749,0.315727117,0.298385686,0.295310843,0.286288161,0.295799164,0.30176379,0.277460955,0.350344996,0.287254006,0.339658183,0.261127734,0.256674406,0.273204046,0.293253084,0.26637147,0.318753551,0.28501171,0.320384167,0.290856088
YALI0E31713g,"sp|Q6C3V7|ALG2_YARLI Alpha-1,3/1,6-mannosyltransferase ALG2 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=ALG2 PE=3 SV=1",2,6.5,52.078,460,0.0094071,1.137,0.000426648,0.000197302,0.000441344,0,0.000386098,0.000328161,0.000408711,0.000270457,0.000500829,0,0.000562129,0.000209848,0.000382857,0.000326115,6.27309E-05,0.000358197,0.000293125,0.000304407,0.000391038,0.000325307,0.00276981,0.000259544,0.000397321,0.000246199
YALI0E31691g,tr|Q6C3V9|Q6C3V9_YARLI YALI0E31779p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E31779g PE=4 SV=1,3,3.3,77.672,689,0.00091463,2.3931,0.00047994,5.53634E-05,0.000674856,0.000306018,0.000119274,0.000247059,0.000106736,6.07921E-05,0.000297625,0.0003623,0.000489279,0,8.01774E-05,0,0.000417742,0,0.000265062,0.000139677,0,6.3176E-05,0.000299519,0,0.000307577,0.000203649
YALI0E31647g,tr|Q6C3W1|Q6C3W1_YARLI YALI0E31735p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E31735g PE=4 SV=2,2,12.6,19.811,183,0,5.9095,0.000419744,0.000375265,0.000280006,0.000362774,0.000303589,3.67823E-05,0.000408034,0.000439962,0.00022082,0.000861429,0.000328227,7.40464E-05,0.00029408,0.000679227,0.000618458,0.000493859,0.000515491,0.000726575,0.000671988,0.00021121,0.0002883,0.000391062,0.000213369,0.000301143
YALI0E31625g,tr|Q6C3W2|Q6C3W2_YARLI YALI0E31713p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E31713g PE=4 SV=1,1,3.6,50.569,470,0,4.0568,0.000313579,0.000581289,0.000366757,0.000256261,0.00034001,0.000409956,0.000573456,0.000343969,0.000699656,0.000550069,0.000485782,0.000595802,0.000610349,0.000927346,0.000433338,0.00065584,0.000275707,0.000500307,0.000655982,0.00071429,0.000246305,0.00027574,0.000372516,0.00061558
YALI0E31493g,tr|Q6C3W3|Q6C3W3_YARLI YALI0E31691p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E31691g PE=4 SV=1,23,71.2,30.848,274,0,110.12,0.020179479,0.020860735,0.018476596,0.018648706,0.024430934,0.016778353,0.021685444,0.020301252,0.021078321,0.024024409,0.021933705,0.014227401,0.023537272,0.018506286,0.025322907,0.020165425,0.021034885,0.020151585,0.021712468,0.019628931,0.020084816,0.021072004,0.018234378,0.01935758
RVB2,tr|Q6C3W5|Q6C3W5_YARLI YALI0E31647p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E31647g PE=4 SV=1,8,40.7,35.131,324,0,88.6,0.012964777,0.009210716,0.013465062,0.010395075,0.011487061,0.01007302,0.013133049,0.011301755,0.013730636,0.01035543,0.014566473,0.011479625,0.012338844,0.010519984,0.012549947,0.011623506,0.012017609,0.009081592,0.012942529,0.010899388,0.014316549,0.009782112,0.011065778,0.009429788
DBP5,tr|Q6C3W6|Q6C3W6_YARLI U3 small nucleolar RNA-associated protein 22 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E31625g PE=3 SV=1,23,22.3,129.35,1157,0,32.704,0.004330662,0.002997663,0.003743114,0.003064719,0.003482842,0.002667223,0.005933461,0.002013047,0.006119506,0.002024954,0.011588999,0.002188135,0.003781462,0.002324058,0.007703915,0.007036206,0.009692046,0.003728305,0.008604631,0.004102246,0.002582446,0.003937432,0.003467231,0.004865488
YALI0E31405g,tr|Q6C3X4|Q6C3X4_YARLI YALI0E31493p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E31493g PE=4 SV=1,13,43,39.586,356,0,34.405,0.004763309,0.002153535,0.003442146,0.004534509,0.004187446,0.002474182,0.005416383,0.004157151,0.004737664,0.00153886,0.004922496,0.001769968,0.003895639,0.004583227,0.004680976,0.002555852,0.003823049,0.001868263,0.005424287,0.003272457,0.005056191,0.002870885,0.0048952,0.003783851
YALI0E31361g,sp|Q6C3X6|RUVB2_YARLI RuvB-like helicase 2 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=RVB2 PE=3 SV=2,21,58.4,50.526,466,0,254.08,0.016643616,0.012650073,0.012836048,0.012913736,0.014033188,0.012091085,0.015942749,0.014539953,0.016106397,0.013457182,0.014416153,0.014591207,0.018561071,0.014598035,0.01664731,0.016611183,0.01906848,0.013651112,0.018200999,0.011138855,0.012328934,0.012931661,0.014294595,0.012296148
YALI0E31317g,sp|Q6C3X7|DBP5_YARLI ATP-dependent RNA helicase DBP5 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=DBP5 PE=3 SV=1,16,41.8,54.388,488,0,104.13,0.016775068,0.0185032,0.020224435,0.015060501,0.017783906,0.01480371,0.017193876,0.01374462,0.019892899,0.011392746,0.032139008,0.012576522,0.014081775,0.012027185,0.01454684,0.018525265,0.015441149,0.009734831,0.016283076,0.027623572,0.014043685,0.010788051,0.021938476,0.015604991
YALI0E31288g,tr|Q6C3X8|Q6C3X8_YARLI YALI0E31405p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E31405g PE=4 SV=1,6,12.8,71.161,658,0,34.154,0.002269315,0.002537191,0.002627414,0.001651125,0.002778148,0.001820506,0.004132548,0.001777277,0.001895262,0.003506032,0.003971567,0.003142183,0.002492132,0.001515635,0.002940618,0.003687505,0.002661497,0.003811278,0.004559297,0.00200467,0.00271901,0.002456539,0.002612914,0.001407123
YALI0E31196g,tr|Q6C3Y0|Q6C3Y0_YARLI YALI0E31361p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E31361g PE=3 SV=1,7,27.1,40.732,365,0,104.83,0.004309587,0.002756443,0.00476528,0.002705538,0.001871321,0.002381364,0.004023109,0.003306625,0.00190655,0.004380756,0.005589682,0.002313685,0.001079522,0.00400951,0.004246498,0.003340495,0.005274663,0.004620385,0.005765445,0.00548299,0.00534265,0.006165612,0.006207751,0.003627157
YALI0E31130g,tr|Q6C3Y2|Q6C3Y2_YARLI YALI0E31317p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E31317g PE=4 SV=1,13,87.3,17.716,158,0,74.045,0.008401442,0.006251938,0.00830316,0.00770948,0.00846548,0.00699572,0.007592051,0.008636518,0.008239995,0.007646259,0.008249132,0.007479317,0.008351154,0.007356113,0.008367964,0.008840458,0.00760808,0.008628237,0.006508125,0.007269032,0.006959229,0.005609053,0.006066649,0.007359236
YALI0E31108g,tr|Q6C3Y3|Q6C3Y3_YARLI YALI0E31288p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E31288g PE=4 SV=1,6,21.4,38.003,337,0,19.428,0.010819367,0.003841277,0.00494223,0.004695535,0.002703762,0.004372772,0.006953885,0.005449226,0.006459572,0.00477646,0.007451466,0.006280541,0.003189556,0.004629684,0.00693125,0.002497489,0.007996211,0.006361545,0.003103452,0.003656013,0.003944975,0.004235615,0.005396492,0.000973834
YALI0E31086g,tr|Q6C3Y8|Q6C3Y8_YARLI YALI0E31196p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E31196g PE=4 SV=1,38,29.8,207.01,1895,0,270.7,0.01556697,0.009140064,0.017664495,0.01343464,0.015864908,0.010607518,0.019035746,0.015361297,0.019651833,0.01647998,0.01881018,0.016160744,0.01453343,0.017355674,0.013568693,0.016780093,0.010660668,0.01548226,0.017855735,0.013506402,0.016815054,0.014459175,0.014597703,0.014739689
YALI0E31009g,tr|Q6C3Z1|Q6C3Z1_YARLI YALI0E31130p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E31130g PE=4 SV=1,3,5.8,90.859,848,0,6.843,0.001106985,0.000821904,0.000471914,0.000854245,0.000852478,0.000598395,0.000638471,0.000569631,0.000321187,0.000698481,0.000701752,0.000501709,0.000506818,0.000800942,0.000575175,0.000248161,0.000364864,0.000493999,0.000271082,0.000138377,0.000368932,0.00027496,0.000329783,0.000437588
ACH1,tr|Q6C3Z2|Q6C3Z2_YARLI YALI0E31108p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E31108g PE=4 SV=1,1,5.9,23.753,236,0,4.6888,0.001243262,0,0.001115794,0,0.001016862,0,0.001039311,0,0,0,0.001539762,0,0,0,0.000880943,0.000539213,0,0,0,0,0.000489279,0,0,0
YALI0E30943g,tr|Q6C3Z3|Q6C3Z3_YARLI YALI0E31086p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E31086g PE=4 SV=1,3,4,117.02,1049,0,3.3299,0.000926142,5.04901E-05,0.000271693,0.000412947,0.000867667,0.000292276,0,0,0.001200823,0,0.000305637,0.000589773,0.000337827,0,0.000242278,0.000232323,0.000291189,0.000230007,0.000586863,0.000492691,0.000537074,0,0.000520926,0.000697246
YALI0E30899g,tr|Q6C3Z7|Q6C3Z7_YARLI Uridine kinase OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E31009g PE=3 SV=1,3,7.8,50.521,450,0.0054977,1.4346,0.000492743,0,0.001323696,0.000318109,0.001383323,0,0.000303715,0.000566145,0.000669254,0,0.000724103,0,0,0.000650411,0.000380511,0.000553775,0.000822922,0,0.000613238,0.000395652,0.000246127,0.000336227,0,0.000330784
YALI0E30877g,sp|Q6C3Z9|ACH1_YARLI Acetyl-CoA hydrolase OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=ACH1 PE=3 SV=1,30,75.8,58.05,524,0,323.31,0.091354438,0.103506082,0.08999357,0.108080676,0.099488234,0.091864896,0.106408101,0.123475944,0.102295995,0.130464961,0.093206797,0.109120227,0.100929076,0.118413301,0.127220823,0.108707922,0.108184653,0.117860161,0.089281623,0.113596259,0.099981725,0.108427896,0.078328701,0.117983969
YALI0E30855g,tr|Q6C400|Q6C400_YARLI YALI0E30943p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E30943g PE=4 SV=1,7,54.8,20.461,186,0,64.876,0.006437048,0.005084941,0.006888332,0.006829015,0.007571786,0.005739454,0.007810449,0.005969461,0.007399643,0.004863516,0.006513949,0.004576023,0.005690584,0.007709992,0.005679833,0.006617453,0.005516501,0.005012642,0.007585916,0.00555451,0.005490567,0.005204071,0.0056134,0.005270752
YALI0E30833g,tr|Q6C402|Q6C402_YARLI Serine/threonine-protein phosphatase OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E30899g PE=3 SV=2,5,10.6,56.465,518,0,19.111,0.000214752,0.000200526,0.000318316,0.000197906,0.000453278,8.60183E-05,0.000386728,0.000131178,0.000137275,0.000113136,0.000336317,8.23644E-05,0.000521567,0.000435315,0.000599899,0.000468481,0.000133154,0.000476774,0.0003627,0.000243389,0.000543407,0.000129896,0.000729082,0.000140517
YALI0E30811g,tr|Q6C403|Q6C403_YARLI YALI0E30877p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E30877g PE=4 SV=1,25,60.4,51.013,452,0,323.31,0.062495018,0.055227075,0.064939295,0.059258188,0.071446345,0.055495021,0.062266128,0.055273036,0.055764288,0.055937498,0.054090099,0.056912196,0.066205056,0.055414167,0.060865382,0.052897073,0.060172482,0.052935999,0.057695794,0.05037603,0.058555678,0.055063691,0.063839122,0.053371993
YALI0E30789g,tr|Q6C404|Q6C404_YARLI YALI0E30855p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E30855g PE=4 SV=1,4,2.4,318.06,2801,0,4.208,0.000399844,0.000235606,0.000229468,0.000168338,0.000206671,0,0.00035512,0.000145498,0.000199091,0.000233574,0.000263756,0.000367841,0,0.000209913,0.000272566,0,0.00087587,0.000435558,0.000395704,0.000224595,0.000167223,0.000468505,0.000335087,0.000157707
YALI0E30723g,tr|Q6C405|Q6C405_YARLI YALI0E30833p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E30833g PE=4 SV=1,8,34.6,45.795,422,0,96.481,0.002973219,0.001867953,0.003948811,0.001159473,0.00262777,0.001299698,0.004342662,0.002462906,0.004359198,0.002705316,0.004701582,0.002215794,0.002888136,0.00210275,0.003308455,0.001903312,0.004052769,0.002824665,0.003349087,0.002945128,0.004447427,0.00350193,0.003222408,0.003899039
SEC31,tr|Q6C406|Q6C406_YARLI YALI0E30811p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E30811g PE=4 SV=1,9,52.7,14.764,131,0,76.833,0.067855265,0.071193147,0.076248076,0.062628261,0.069019817,0.069670889,0.061715307,0.061228253,0.077017326,0.057637441,0.070749342,0.05736027,0.060341552,0.073619666,0.070355028,0.057308759,0.073641396,0.069039048,0.066597135,0.08126896,0.056998036,0.055121849,0.04831709,0.112939153
YALI0E30591g,tr|Q6C407|Q6C407_YARLI YALI0E30789p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E30789g PE=4 SV=1,2,2.2,103.69,934,1,-2,0.00042877,0.000267144,0.000321125,0.000420743,0.000255497,0.000270994,0,0.00029177,0.000346974,0.000541508,0.000537668,0.000388862,0.000453795,0.000476175,0.000436737,0.000415472,0.000392815,0.000509451,0.000457632,0.000456674,0.000475476,0.000212299,0.000347027,0.00040471
LEA1,tr|Q6C410|Q6C410_YARLI tRNA (guanine(26)-N(2))-dimethyltransferase OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E30723g PE=3 SV=1,8,24.4,55.743,492,0,129.46,0.002372336,0.001504513,0.001800056,0.001424025,0.002329258,0.001337302,0.00212461,0.001431639,0.00170586,0.001642099,0.001469123,0.001526001,0.001749898,0.001250527,0.002450971,0.001618322,0.001951674,0.00170528,0.001589757,0.001599342,0.00180045,0.001770358,0.001559583,0.001398425
YALI0E30481g,sp|Q6C414|SEC31_YARLI Protein transport protein SEC31 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=SEC31 PE=3 SV=1,47,55.8,125,1184,0,323.31,0.079897574,0.064323402,0.072457802,0.073560506,0.070235566,0.068001066,0.068927118,0.071799207,0.081611711,0.063584018,0.062112928,0.066205009,0.076436614,0.076813161,0.077769873,0.069449345,0.071436792,0.063501973,0.071077308,0.064080406,0.078065547,0.061089431,0.068859648,0.068732592
JHD1,tr|Q6C416|Q6C416_YARLI YALI0E30591p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E30591g PE=4 SV=1,10,21.2,67.3,614,0,96.725,0.001492107,0.001850576,0.002574658,0.003092301,0.001959584,0.001534946,0.003416166,0.00077809,0.001298726,0.001088806,0.003056279,0.000761351,0.001528685,0.001678395,0.002850944,0.000932323,0.001266079,0.001299851,0.001792901,0.000471712,0.000953791,0.00128041,0.001040386,0.000662258
YALI0E30371g,sp|Q6C417|RU2A_YARLI U2 small nuclear ribonucleoprotein A OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=LEA1 PE=3 SV=1,3,18.7,26.161,230,0,2.8242,0,0,0,0,0,0.000407948,0,0.000198405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526528,0.000332985,0.000200806
YALI0E30349g,tr|Q6C421|Q6C421_YARLI YALI0E30481p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E30481g PE=3 SV=1,22,57,46.562,435,0,316.4,0.024282296,0.026808753,0.026264804,0.023611025,0.026010291,0.020478346,0.032909244,0.022101168,0.026713574,0.030986238,0.028140647,0.022797392,0.026501907,0.024790441,0.028490895,0.027387332,0.026041705,0.024435519,0.030875931,0.02571894,0.028553877,0.02949208,0.025013191,0.019099988
YALI0E30283g,sp|Q6C423|JHD1_YARLI JmjC domain-containing histone demethylation protein 1 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=JHD1 PE=3 SV=1,1,2.2,57.823,510,0,3.8114,0,0,0,0,0,0,0,0,0,0,0,0.004088669,0,0,0,0,0,0,0,0,0,0,0,0
YALI0E30217g,tr|Q6C424|Q6C424_YARLI YALI0E30371p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E30371g PE=4 SV=1,4,22.8,25.511,228,0,11.376,0.001355478,0.001095093,0.002499547,0.001223971,0.002163779,0.000593314,0.001270787,0.001685924,0.002106826,0.000162352,0.001534573,0.00091772,0.001934165,0.001835519,0.001941043,0.00309228,0.001524394,0.001379552,0.001833109,0.002150285,0.00183075,0.001166923,0.002247846,0.002842487
YALI0E30129g,tr|Q6C425|Q6C425_YARLI YALI0E30349p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E30349g PE=4 SV=1,1,0.6,145.58,1318,0.0088445,1.1542,0.009389216,0.007186267,0.009922027,0.01006737,0.004586882,0.004525605,0.001828984,0.011508329,0.001919345,0,0.006285673,0.007590012,0.009087533,0.009028629,0.002378916,0.007001993,0.012128508,0,0.002774649,0,0,0,0.002737431,0
YALI0E30107g,tr|Q6C428|Q6C428_YARLI YALI0E30283p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E30283g PE=3 SV=1,3,6.2,65.216,569,0,14.418,0.001112673,0.000602755,0.001124605,0.000813036,0.000962296,0.0006006,0.001110395,0.000559664,0.001052444,0.00099634,0.001286151,0.000803341,0.000617821,0.000833402,0.000805751,0.000828842,0.001204743,0.000448577,0.001172441,0.000701813,0.000909495,0.0006737,0.001221635,0.000689913
FYV10,tr|Q6C430|Q6C430_YARLI YALI0E30217p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E30217g PE=4 SV=1,30,30,170.73,1567,0,161.39,0.011938853,0.008862396,0.010649387,0.006551672,0.011219192,0.009889749,0.012512488,0.010100254,0.01459429,0.009330889,0.010074962,0.011078873,0.01212975,0.005522092,0.011851159,0.008655595,0.010001532,0.010232657,0.011039397,0.011052555,0.010106075,0.007931162,0.011429878,0.010940807
YALI0E30019g,tr|Q6C433|Q6C433_YARLI YALI0E30129p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E30129g PE=4 SV=1,14,33.5,71.859,627,0,88.438,0.005889093,0.006190082,0.006298705,0.004158149,0.006684473,0.003241558,0.006488678,0.00668531,0.006496732,0.005285348,0.005544814,0.006566169,0.005995958,0.004548029,0.005495134,0.006292975,0.006738147,0.007030034,0.005814358,0.005690685,0.005918301,0.004984009,0.005061531,0.00458075
YALI0E29975g,tr|Q6C434|Q6C434_YARLI YALI0E30107p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_E30107g PE=4 SV=1,1,1.6,65.943,577,1,-2,0,0.000140058,0,0.000167664,0.000188329,9.00868E-05,0,8.61496E-05,0,9.74851E-05,7.74454E-05,0.000104634,0.000120267,0.000197863,0,9.16181E-05,0.000152397,5.49744E-05,0,6.95741E-05,0,5.98891E-05,0,0
YALI0E29909g,sp|Q6C435|FYV10_YARLI Protein FYV10 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=FYV10 PE=3 SV=1,1,1.2,63.969,564,1,-2,0,0,0.00124588,0.002008641,0.000820166,0.002392244,0.001823677,0.002332977,0.001466365,0.002464592,0.001186102,0.001747653,0.001227902,0.00303155,0.001637956,0,0.001522006,0.003410052,0,0.00233126,0.000965015,0.001662336,0.000925242,0.001289541
