yarrowiacyc,Row Labels,Description,UniProt,UniProt Gene Name,CLB22 Gene Name,CLB22 GO (biological process),,CLB22 GO (cellular component),CLB22 GO (molecular function),WT_A,WT_B,WT_C,WT_D,F174_A,F174_B,F174_D,F174_E,UVF4_A,UVF4_B,UVF4_C,UVF4_D,UVF4_E,p,q,nWT,nF174,nUVF4,log2FoldChange(F174/WT),log2FoldChange(UVF4/WT),log2FoldChange(UVF4/F174),PresentOnlyWT,PresentOnlyF174,PresentOnlyUVF4,AbsentOnlyWT,AbsentOnlyF174,AbsentOnlyUVF4,Pass pq,Pass FoldChange,PassUniquePresence,PassUniqueAbsence,PassOverall,pq WT vs F174,Similarity_Yarlip1.to.yarrowiacyc,Similarity_yarrowiacyc.to.Yarlip1
"G1FV3-26115-MONOMER	",jgi|Yarlip1|126790|fgenesh1_kg.6_#_621_#_TRINITY_DN2276_c0_g1_i1,jgi|Yarlip1|126790|fgenesh1_kg.6_#_621_#_TRINITY_DN2276_c0_g1_i1,Q6C241,YALI0F11077g,YALI0F11077p,"negative regulation of endopeptidase activity [GO:0010951]; vacuole fusion, non-autophagic [GO:0042144]",,fungal-type vacuole [GO:0000324],endopeptidase inhibitor activity [GO:0004866],31.75314726,31.35060702,32.32553277,30.61292647,31.72087397,32.65199369,32.76866485,33.06465939,33.11978078,32.50298941,33.0964158,31.96913611,31.80908278,0.070544244,0.227169659,4,4,5,1.040994597,0.988927596,-0.052067001,0,0,0,0,0,0,0,1,0,0,1,0,100,100
"G1FV3-27428-MONOMER	",jgi|Yarlip1|124388|fgenesh1_kg.3_#_920_#_TRINITY_DN380_c0_g1_i1,jgi|Yarlip1|124388|fgenesh1_kg.3_#_920_#_TRINITY_DN380_c0_g1_i1,Q6C9U3,YALI0D08338g,Annexin,0,,0,calcium-dependent phospholipid binding [GO:0005544]; calcium ion binding [GO:0005509],32.23831384,34.26805114,33.67683164,33.97236744,33.72953603,33.45570989,33.67948994,34.02422001,33.87110187,34.21901843,34.12653437,34.83572428,34.19873345,0.184055947,0.314419241,4,4,5,0.183347953,0.711331463,0.52798351,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-27431-MONOMER	",jgi|Yarlip1|124395|fgenesh1_kg.3_#_927_#_TRINITY_DN8101_c0_g1_i1,jgi|Yarlip1|124395|fgenesh1_kg.3_#_927_#_TRINITY_DN8101_c0_g1_i1,Q6C9U0,YALI0D08404g,YALI0D08404p,0,,0,hydrolase activity [GO:0016787],32.51582035,32.83946288,32.49925209,33.05417756,33.11374719,32.5714225,32.5908077,33.58605759,32.25186002,32.41591821,32.76603591,32.40925601,32.02510498,0.079125031,0.233154924,4,4,5,0.238330523,-0.353543194,-0.591873716,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-27433-MONOMER	",jgi|Yarlip1|124398|fgenesh1_kg.3_#_930_#_TRINITY_DN7720_c0_g1_i1,jgi|Yarlip1|124398|fgenesh1_kg.3_#_930_#_TRINITY_DN7720_c0_g1_i1,Q6C9T8,YALI0D08448g,YALI0D08448p,mitochondrial translation [GO:0032543],,mitochondrial small ribosomal subunit [GO:0005763],structural constituent of ribosome [GO:0003735],36.45532393,36.47086084,35.72858433,35.64964518,36.15061057,35.68239434,34.99248906,35.92102414,36.0044745,35.52972316,35.76728186,35.81345683,36.00613122,0.389441485,0.409243243,4,4,5,-0.389474042,-0.251890055,0.137583987,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-27434-MONOMER	",jgi|Yarlip1|124399|fgenesh1_kg.3_#_931_#_TRINITY_DN7870_c0_g1_i1,jgi|Yarlip1|124399|fgenesh1_kg.3_#_931_#_TRINITY_DN7870_c0_g1_i1,Q6C9T7,YALI0D08470g,YALI0D08470p,ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412],,mitochondrial small ribosomal subunit [GO:0005763],mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],34.60186631,34.57834382,34.68488342,34.93057307,34.79684319,34.70512548,35.01222594,35.22519723,34.93532043,34.96750803,34.61631774,34.42704302,34.99635086,0.356691135,0.397266585,4,4,5,0.235931303,0.089591355,-0.146339948,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-29265-MONOMER	",jgi|Yarlip1|128867|fgenesh1_kg.11_#_179_#_TRINITY_DN3253_c0_g1_i1,jgi|Yarlip1|128867|fgenesh1_kg.11_#_179_#_TRINITY_DN3253_c0_g1_i1,Q6CB34,YALI0C22253g,YALI0C22253p,intracellular mRNA localization [GO:0008298]; mRNA export from nucleus in response to heat stress [GO:0031990]; NLS-bearing protein import into nucleus [GO:0006607]; poly(A)+ mRNA export from nucleus [GO:0016973]; telomere tethering at nuclear periphery [GO:0034398],,nuclear pore [GO:0005643]; nuclear pore nuclear basket [GO:0044615],structural constituent of nuclear pore [GO:0017056],31.92141185,31.24394105,34.55523794,34.2028959,32.8812494,33.57386851,34.23050785,35.37871015,33.90208883,34.49479047,33.25350512,34.10712592,34.44636866,0.336156031,0.389905747,4,4,5,1.035212295,1.059904117,0.024691821,0,0,0,0,0,0,0,1,0,0,1,0,100,100
"G1FV3-29359-MONOMER	",jgi|Yarlip1|129022|fgenesh1_kg.11_#_334_#_TRINITY_DN10786_c0_g1_i1,jgi|Yarlip1|129022|fgenesh1_kg.11_#_334_#_TRINITY_DN10786_c0_g1_i1,Q6CAU6,YALI0C24233g,YALI0C24233p,homoserine metabolic process [GO:0009092]; methionine biosynthetic process [GO:0009086],,cytoplasm [GO:0005737],homoserine O-acetyltransferase activity [GO:0004414],26.8003294,26.19146245,29.76517026,27.53489819,25.28291421,30.15846238,28.56325494,28.3519078,2,3,3,1.031764961,2.52864578,1.496880819,0,0,0,0,0,0,0,1,0,0,1,0,100,100,,,,,,,
"G1FV3-27437-MONOMER	",jgi|Yarlip1|124406|fgenesh1_kg.3_#_938_#_TRINITY_DN6127_c0_g1_i1,jgi|Yarlip1|124406|fgenesh1_kg.3_#_938_#_TRINITY_DN6127_c0_g1_i1,Q6C9T4,YALI0D08536g,YALI0D08536p,actin cytoskeleton organization [GO:0030036]; endosomal transport [GO:0016197]; TORC2 signaling [GO:0038203],,TORC2 complex [GO:0031932],"phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]",36.98058552,36.5290657,36.84256955,37.04405268,36.39613961,36.91844668,36.8404424,36.37949715,36.77625519,36.99054681,36.68730212,36.65321355,36.83927972,0.384827792,0.408757531,4,4,5,-0.215436903,-0.059748885,0.155688018,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-27440-MONOMER	",jgi|Yarlip1|124409|fgenesh1_kg.3_#_941_#_TRINITY_DN3260_c0_g1_i1,jgi|Yarlip1|124409|fgenesh1_kg.3_#_941_#_TRINITY_DN3260_c0_g1_i1,Q6C9T1,YALI0D08602g,YALI0D08602p,0,,0,0,33.47965112,33.03074655,31.8206618,35.68152858,32.32260213,31.58743198,35.33808597,34.08065618,32.53856684,35.37927173,31.87236665,31.56949755,31.47933484,0.666824751,0.501087272,4,4,5,-0.170952948,-0.93533949,-0.764386542,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-27441-MONOMER	",jgi|Yarlip1|124411|fgenesh1_kg.3_#_943_#_TRINITY_DN4927_c0_g1_i1,jgi|Yarlip1|124411|fgenesh1_kg.3_#_943_#_TRINITY_DN4927_c0_g1_i1,Q6C9T0,SLU7,Pre-mRNA-splicing factor SLU7,"mRNA processing [GO:0006397]; RNA splicing, via transesterification reactions [GO:0000375]",,spliceosomal complex [GO:0005681],metal ion binding [GO:0046872],31.13901002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,,,,,,,,,,,,,,,,,
"G1FV3-27442-MONOMER	",jgi|Yarlip1|124412|fgenesh1_kg.3_#_944_#_TRINITY_DN2666_c0_g1_i1,jgi|Yarlip1|124412|fgenesh1_kg.3_#_944_#_TRINITY_DN2666_c0_g1_i1,B5FVE3,YALI0D08635g,YALI0D08635p,"posttranslational protein targeting to membrane, translocation [GO:0031204]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]",,integral component of membrane [GO:0016021]; Sec61 translocon complex [GO:0005784]; Ssh1 translocon complex [GO:0071261],P-P-bond-hydrolysis-driven protein transmembrane transporter activity [GO:0015450]; structural molecule activity [GO:0005198],33.07990215,33.41037736,32.83035888,32.66322702,32.78643695,32.72000143,32.46949067,33.32267787,33.1737453,32.90739863,32.7991176,32.34472046,32.75803761,0.642292714,0.494597207,4,4,5,-0.171314619,-0.199362434,-0.028047815,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-27445-MONOMER	",jgi|Yarlip1|124418|fgenesh1_kg.3_#_950_#_TRINITY_DN7895_c0_g1_i1,jgi|Yarlip1|124418|fgenesh1_kg.3_#_950_#_TRINITY_DN7895_c0_g1_i1,Q6C9S7,YALI0D08690g,2-oxoisovalerate dehydrogenase subunit alpha (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain),branched-chain amino acid catabolic process [GO:0009083],,0,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity [GO:0003863]; alpha-ketoacid dehydrogenase activity [GO:0003826],29.58847604,27.92688348,27.57864558,26.21948407,30.13209941,29.37239622,29.26970547,27.18300364,3,2,3,-0.188876632,0.243700074,0.432576707,0,0,0,0,0,0,0,0,0,0,0,0,100,100,,,,,,,
"G1FV3-27447-MONOMER	",jgi|Yarlip1|124420|fgenesh1_kg.3_#_952_#_TRINITY_DN6419_c0_g1_i1,jgi|Yarlip1|124420|fgenesh1_kg.3_#_952_#_TRINITY_DN6419_c0_g1_i1,Q6C9S5,YALI0D08734g,YALI0D08734p,0,,0,0,26.50291166,26.31006285,1,0,1,-0.192848812,0,0,0,0,0,0,0,0,0,0,0,0,100,100,,,,,,,,,,,,,,,
"G1FV3-28157-MONOMER	",jgi|Yarlip1|123693|fgenesh1_kg.3_#_225_#_TRINITY_DN11168_c0_g1_i1,jgi|Yarlip1|123693|fgenesh1_kg.3_#_225_#_TRINITY_DN11168_c0_g1_i1,Q6C7X7,YALI0D24519g,YALI0D24519p,0,,0,0,30.72971631,31.53952761,27.66553294,34.15957552,29.52131708,29.34310074,31.06554558,31.78374302,31.91712237,30.19494459,29.43372411,0.757378633,0.528616101,3,3,5,1.029738821,0.900756975,-0.128981846,0,0,0,0,0,0,0,1,0,0,1,0,100,100,,
"G1FV3-29101-MONOMER	",jgi|Yarlip1|171298|estExt_Genemark1.C_270014,jgi|Yarlip1|171298|estExt_Genemark1.C_270014,Q6CBH9,YALI0C18623g,AP-2 complex subunit alpha,clathrin-dependent endocytosis [GO:0072583]; intracellular protein transport [GO:0006886],,cell cortex of cell tip [GO:0051285]; cell division site [GO:0032153]; clathrin adaptor complex [GO:0030131]; clathrin-coated pit [GO:0005905],clathrin adaptor activity [GO:0035615],28.97272666,27.76426874,29.03259876,29.02696559,28.46828204,31.04661222,29.58836881,29.35420105,28.02284526,29.24077432,29.31844417,2,4,5,1.025116951,0.73642902,-0.288687931,0,0,0,0,0,0,0,1,0,0,1,0,100,100,,,,
"G1FV3-27453-MONOMER	",jgi|Yarlip1|124427|fgenesh1_kg.3_#_959_#_TRINITY_DN3010_c0_g1_i1,jgi|Yarlip1|124427|fgenesh1_kg.3_#_959_#_TRINITY_DN3010_c0_g1_i1,Q6C9S0,YALI0D08844g,YALI0D08844p,0,,0,catalytic activity [GO:0003824]; coenzyme binding [GO:0050662],34.57912593,35.73065663,34.94631047,34.61708024,33.98567571,34.37762101,34.46555464,34.84912624,34.34112399,34.41750414,33.78720746,33.9934131,34.51942453,0.050630407,0.199018721,4,4,5,-0.548798917,-0.756558674,-0.207759757,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-27454-MONOMER	",jgi|Yarlip1|124428|fgenesh1_kg.3_#_960_#_TRINITY_DN484_c0_g1_i1,jgi|Yarlip1|124428|fgenesh1_kg.3_#_960_#_TRINITY_DN484_c0_g1_i1,Q6C9R9,SFH5,Phosphatidylinositol transfer protein SFH5 (PITP SFH5),lipid transport [GO:0006869],,endoplasmic reticulum membrane [GO:0005789]; organelle membrane [GO:0031090],0,30.37879337,33.25368262,32.74431145,32.64571747,33.18481037,30.23584573,32.24185017,33.13964347,31.41239663,33.1573258,31.77723503,31.15081576,30.94549276,0.727237854,0.518607662,4,4,5,-0.055088794,-0.566973034,-0.51188424,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-26291-MONOMER	",jgi|Yarlip1|123425|fgenesh1_kg.2_#_1099_#_TRINITY_DN4771_c0_g1_i1,jgi|Yarlip1|123425|fgenesh1_kg.2_#_1099_#_TRINITY_DN4771_c0_g1_i1,Q6C1M7,YALI0F14927g,YALI0F14927p,fungal-type cell wall beta-glucan biosynthetic process [GO:0070880]; oligosaccharide metabolic process [GO:0009311]; protein N-linked glycosylation [GO:0006487],,endoplasmic reticulum membrane [GO:0005789],mannosyl-oligosaccharide glucosidase activity [GO:0004573],33.21963956,33.48238929,33.2860093,33.69015106,34.76173433,35.44266148,34.00841547,33.55010664,35.14098154,33.56322061,33.37556455,34.72180724,34.02457877,0.130629657,0.278089306,4,4,5,1.021182182,0.745683241,-0.27549894,0,0,0,0,0,0,0,1,0,0,1,0,100,100
"G1FV3-27457-MONOMER	",jgi|Yarlip1|124431|fgenesh1_kg.3_#_963_#_TRINITY_DN4998_c0_g1_i1,jgi|Yarlip1|124431|fgenesh1_kg.3_#_963_#_TRINITY_DN4998_c0_g1_i1,Q6C9R6,YALI0D08932g,YALI0D08932p,maintenance of rDNA [GO:0043007]; regulation of exit from mitosis [GO:0007096],,integral component of membrane [GO:0016021],0,27.98228792,30.26165633,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,,,,,,,,,,,,,,,,
"G1FV3-27458-MONOMER	",jgi|Yarlip1|124432|fgenesh1_kg.3_#_964_#_TRINITY_DN9555_c0_g1_i1,jgi|Yarlip1|124432|fgenesh1_kg.3_#_964_#_TRINITY_DN9555_c0_g1_i1,Q6C9R5,YALI0D08954g,YALI0D08954p,"mRNA transport [GO:0051028]; NLS-bearing protein import into nucleus [GO:0006607]; nuclear pore organization [GO:0006999]; regulation of transcription, DNA-templated [GO:0006355]",,nuclear pore central transport channel [GO:0044613]; nuclear pore nuclear basket [GO:0044615],phospholipid binding [GO:0005543]; single-stranded DNA binding [GO:0003697],32.13204883,30.93963998,31.442573,29.81173368,31.60419191,31.63625037,32.30906869,32.4257869,31.82419486,31.08766745,31.98450981,31.13404384,0.801356377,0.53687019,3,4,5,-0.164442772,0.186486637,0.350929409,0,0,0,0,0,0,0,0,0,0,0,0,100,100,
"G1FV3-24422-MONOMER	",jgi|Yarlip1|126067|fgenesh1_kg.5_#_620_#_TRINITY_DN5133_c0_g1_i1,jgi|Yarlip1|126067|fgenesh1_kg.5_#_620_#_TRINITY_DN5133_c0_g1_i1,Q6C6I6,PET112,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial (Glu-AdT subunit B) (EC 6.3.5.-)",glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; mitochondrial translation [GO:0032543],,glutamyl-tRNA(Gln) amidotransferase complex [GO:0030956]; mitochondrion [GO:0005739],ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567],30.85788087,28.67158539,28.17969539,29.83145866,29.08561704,34.25731531,28.89767021,29.36465321,34.06872543,29.55216231,34.01333825,34.1652182,33.47550058,0.049688109,0.197827752,4,4,5,1.016158862,3.669833878,2.653675016,0,0,0,0,0,0,0,1,0,0,1,0,100,100
"G1FV3-27464-MONOMER	",jgi|Yarlip1|124439|fgenesh1_kg.3_#_971_#_TRINITY_DN2426_c0_g1_i1,jgi|Yarlip1|124439|fgenesh1_kg.3_#_971_#_TRINITY_DN2426_c0_g1_i1,Q6C9Q9,SSN2,Mediator of RNA polymerase II transcription subunit 13 (Mediator complex subunit 13),"regulation of transcription by RNA polymerase II [GO:0006357]; transcription, DNA-templated [GO:0006351]",,mediator complex [GO:0016592],0,25.14635394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.69,99.69,,,,,,,,,,,,,,,,,
"G1FV3-27465-MONOMER	",jgi|Yarlip1|124441|fgenesh1_kg.3_#_973_#_TRINITY_DN10833_c0_g1_i1,jgi|Yarlip1|124441|fgenesh1_kg.3_#_973_#_TRINITY_DN10833_c0_g1_i1,Q6C9Q7,YALI0D09119g,YALI0D09119p,positive regulation of RNA polymerase II transcriptional preinitiation complex assembly [GO:0045899]; ubiquitin-dependent ERAD pathway [GO:0030433],,"cytosolic proteasome complex [GO:0031597]; nuclear proteasome complex [GO:0031595]; proteasome regulatory particle, base subcomplex [GO:0008540]",ATP binding [GO:0005524]; proteasome-activating ATPase activity [GO:0036402]; TBP-class protein binding [GO:0017025],36.02051925,36.89328257,35.88270516,36.97177848,35.48239726,36.94472452,36.63404526,36.46992881,36.79678352,36.28347355,36.28828316,36.572587,35.3389413,0.887508262,0.561659259,4,4,5,-0.059297405,-0.186057659,-0.126760254,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-27469-MONOMER	",jgi|Yarlip1|124445|fgenesh1_kg.3_#_977_#_TRINITY_DN9442_c1_g1_i1,jgi|Yarlip1|124445|fgenesh1_kg.3_#_977_#_TRINITY_DN9442_c1_g1_i1,Q6C9Q3,YALI0D09207g,YALI0D09207p,0,,0,0,30.33681642,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,100,,,,,,,,,,,,,,,,,
"G1FV3-25363-MONOMER	",jgi|Yarlip1|125045|fgenesh1_kg.4_#_521_#_TRINITY_DN4665_c0_g1_i1,jgi|Yarlip1|125045|fgenesh1_kg.4_#_521_#_TRINITY_DN4665_c0_g1_i1,Q6C438,YALI0E29975g,YALI0E29975p,porphyrin-containing compound biosynthetic process [GO:0006779],,0,coproporphyrinogen oxidase activity [GO:0004109],32.52973276,32.52259295,32.47576751,32.67291968,32.43910556,34.76838574,32.86134108,34.18864329,34.27794448,32.24764924,33.22987319,32.86507113,31.88457548,0.268467106,0.358694252,4,4,5,1.014115695,0.350769479,-0.663346216,0,0,0,0,0,0,0,1,0,0,1,0,100,100
"G1FV3-27471-MONOMER	",jgi|Yarlip1|124448|fgenesh1_kg.3_#_980_#_TRINITY_DN6107_c0_g1_i1,jgi|Yarlip1|124448|fgenesh1_kg.3_#_980_#_TRINITY_DN6107_c0_g1_i1,Q6C9Q1,SPB1,AdoMet-dependent rRNA methyltransferase SPB1 (EC 2.1.1.-) (2'-O-ribose RNA methyltransferase) (S-adenosyl-L-methionine-dependent methyltransferase),"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; rRNA methylation [GO:0031167]",,"nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]",rRNA (guanine) methyltransferase activity [GO:0016435]; rRNA (uridine-2'-O-)-methyltransferase activity [GO:0008650],31.91958394,31.81808823,31.62591775,29.7967296,34.23442601,33.82999802,29.67250456,30.93285712,28.20964627,31.25200304,34.75363858,30.53929372,31.91301848,0.78272999,0.533305787,4,4,5,0.877366547,0.043440139,-0.833926409,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-27472-MONOMER	",jgi|Yarlip1|124451|fgenesh1_kg.3_#_983_#_TRINITY_DN7664_c1_g1_i1,jgi|Yarlip1|124451|fgenesh1_kg.3_#_983_#_TRINITY_DN7664_c1_g1_i1,Q6C9Q0,CYC1,Cytochrome c,"mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]",,mitochondrial intermembrane space [GO:0005758]; respiratory chain [GO:0070469],electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872],37.19648876,37.28444557,38.53343854,38.19014035,37.74477557,37.99095621,38.27075043,38.36607679,38.07811594,37.97626375,38.19495604,37.66620245,38.03184756,0.613399639,0.481389936,4,4,5,0.292011444,0.188348842,-0.103662602,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-29651-MONOMER	",jgi|Yarlip1|121467|fgenesh1_kg.1_#_449_#_TRINITY_DN5115_c0_g1_i1,jgi|Yarlip1|121467|fgenesh1_kg.1_#_449_#_TRINITY_DN5115_c0_g1_i1,Q6CFJ1,LSM8,YALI0B06534p,"mRNA splicing, via spliceosome [GO:0000398]",,precatalytic spliceosome [GO:0071011]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U6 snRNP [GO:0005688],RNA binding [GO:0003723],29.71131074,30.35429565,31.12383796,34.10123995,32.86056801,33.26835405,28.66468561,34.54625081,34.06703739,29.55819022,33.04792715,27.44332122,30.07565319,0.666079972,0.501087272,4,4,5,1.012293545,-0.484245238,-1.496538783,0,0,0,0,0,0,0,1,0,0,1,0,100,100
"G1FV3-27477-MONOMER	",jgi|Yarlip1|124464|fgenesh1_kg.3_#_996_#_TRINITY_DN390_c0_g2_i1,jgi|Yarlip1|124464|fgenesh1_kg.3_#_996_#_TRINITY_DN390_c0_g2_i1,Q6C9P6,YALI0D09361g,"Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.-)",mitochondrial genome maintenance [GO:0000002]; tricarboxylic acid cycle [GO:0006099],,cytosol [GO:0005829]; mitochondrial nucleoid [GO:0042645],"4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; double-stranded DNA binding [GO:0003690]; metal ion binding [GO:0046872]; single-stranded DNA binding [GO:0003697]",41.0055742,40.97957155,40.82937782,41.13060278,40.97657357,41.01567875,41.09634102,40.87279681,41.34349775,41.22724214,41.27325627,41.0610673,41.12235613,0.020589318,0.152996094,4,4,5,0.004065953,0.219202333,0.21513638,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-27478-MONOMER	",jgi|Yarlip1|124466|fgenesh1_kg.3_#_998_#_TRINITY_DN4943_c0_g1_i1,jgi|Yarlip1|124466|fgenesh1_kg.3_#_998_#_TRINITY_DN4943_c0_g1_i1,Q6C9P5,YALI0D09383g,YALI0D09383p,metabolic process [GO:0008152],,peroxisome [GO:0005777],dodecenoyl-CoA delta-isomerase activity [GO:0004165],29.67173722,29.19098231,1,0,1,-0.480754915,0,0,0,0,0,0,0,0,0,0,0,0,100,100,,,,,,,,,,,,,,,
"G1FV3-27480-MONOMER	",jgi|Yarlip1|124467|fgenesh1_kg.3_#_999_#_TRINITY_DN3912_c0_g1_i1,jgi|Yarlip1|124467|fgenesh1_kg.3_#_999_#_TRINITY_DN3912_c0_g1_i1,Q6C9P4,YALI0D09427g,YALI0D09427p,0,,0,oxidoreductase activity [GO:0016491],29.77907541,31.62260278,31.66595346,31.92853982,31.63701478,30.11553512,31.53570941,31.32109129,31.81713226,35.77415563,29.0071119,32.12745993,28.7087647,0.964373367,0.58125371,4,4,5,-0.096705219,0.237882015,0.334587234,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-27481-MONOMER	",jgi|Yarlip1|124468|fgenesh1_kg.3_#_1000_#_TRINITY_DN9248_c0_g1_i1,jgi|Yarlip1|124468|fgenesh1_kg.3_#_1000_#_TRINITY_DN9248_c0_g1_i1,Q6C9P3,DBP3,ATP-dependent RNA helicase DBP3 (EC 3.6.4.13),"endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000464]; RNA secondary structure unwinding [GO:0010501]",,"cytoplasm [GO:0005737]; nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]",ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; RNA binding [GO:0003723],34.9511758,34.91561785,36.23268359,35.28090371,35.02600095,37.13786878,34.97439926,36.05337888,35.9731676,34.10962569,34.06116907,35.23614891,36.82694716,0.697816536,0.50898926,4,4,5,0.45281673,-0.103683552,-0.556500282,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-30269-MONOMER	",jgi|Yarlip1|90920|e_gw1.13.27.1,jgi|Yarlip1|90920|e_gw1.13.27.1,Q6CDX7,YALI0B20416g,YALI0B20416p,0,,cytoplasm [GO:0005737],glutathione transferase activity [GO:0004364],32.82926846,31.31014765,31.70717885,33.1586115,34.00398593,34.12119325,32.21742734,32.68488562,34.2632959,34.07301485,32.999092,33.78759232,34.86349996,0.032893855,0.176491629,4,4,5,1.005571416,1.745997389,0.740425973,0,0,0,0,0,0,0,1,0,0,1,0,100,100
"G1FV3-27487-MONOMER	",jgi|Yarlip1|124472|fgenesh1_kg.3_#_1004_#_TRINITY_DN1796_c1_g1_i1,jgi|Yarlip1|124472|fgenesh1_kg.3_#_1004_#_TRINITY_DN1796_c1_g1_i1,Q6C9P0,YALI0D09603g,YALI0D09603p,cellular protein modification process [GO:0006464]; protein folding in endoplasmic reticulum [GO:0034975],,endoplasmic reticulum membrane [GO:0005789],"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor [GO:0016671]; protein disulfide isomerase activity [GO:0003756]; protein disulfide oxidoreductase activity [GO:0015035]",30.52000213,30.46298902,31.25143259,31.00376818,30.88479015,30.34620096,31.03924336,30.95612651,29.783099,30.30382966,29.74911189,30.66471103,29.66538046,0.017478831,0.146748124,4,4,5,-0.002957736,-0.776321571,-0.773363835,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-27492-MONOMER	",jgi|Yarlip1|124486|fgenesh1_kg.3_#_1018_#_TRINITY_DN3108_c0_g1_i1,jgi|Yarlip1|124486|fgenesh1_kg.3_#_1018_#_TRINITY_DN3108_c0_g1_i1,Q6C9N5,YALI0D09713g,YALI0D09713p,actin cytoskeleton organization [GO:0030036]; dynamin family protein polymerization involved in mitochondrial fission [GO:0003374]; endocytosis [GO:0006897]; lipid tube assembly [GO:0060988]; membrane fusion [GO:0061025]; mitochondrial fission [GO:0000266]; peroxisome fission [GO:0016559]; protein retention in Golgi apparatus [GO:0045053]; protein targeting to vacuole [GO:0006623],,actin cortical patch [GO:0030479]; fungal-type vacuole membrane [GO:0000329]; late endosome [GO:0005770]; mitochondrial membrane [GO:0031966]; peroxisome [GO:0005777],GTPase activity [GO:0003924]; GTP binding [GO:0005525]; microtubule binding [GO:0008017],35.56985907,34.92575806,35.01071026,35.26696636,35.51118624,35.01049415,34.63815982,35.35975533,34.39989904,35.27903561,35.59765302,33.97201927,34.26711678,0.332120255,0.389905747,4,4,5,-0.063424549,-0.490178693,-0.426754144,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-27494-MONOMER	",jgi|Yarlip1|124490|fgenesh1_kg.3_#_1022_#_TRINITY_DN11593_c0_g1_i1,jgi|Yarlip1|124490|fgenesh1_kg.3_#_1022_#_TRINITY_DN11593_c0_g1_i1,Q6C9N3,YALI0D09757g,YALI0D09757p,0,,0,DNA binding transcription factor activity [GO:0003700],32.11688013,32.88738555,31.61959153,31.49348177,32.49475054,31.20894897,31.6303557,33.16327127,30.69916296,30.54155063,31.35694185,30.55471481,32.55707195,0.173238634,0.308596058,4,4,5,0.094996876,-0.887446302,-0.982443178,0,0,0,0,0,0,0,0,0,0,0,0,100,100
